miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49
hsa-miR-452-5p	28.181412	450.586492	359.179539	1164.102105	60.585972	74.28168	292.116081	274.737991	126.884641	723.864593	671.934135	227.046772	15.798659	658.429981	506.733058	84.4821	362.000471	70.618506	365.808	14.215653	417.681512	71.756599	20.139427	20.766993	357.594859	289.342396	41.207601	496.674481	851.26824	176.501183	24.422975	27.019573	544.085652	184.655942	20.850302	373.685046	18.2657	245.203586	146.804662	190.977897	446.800021	72.609872	235.079436	26.500323	126.024186	498.351485	234.465588	685.702078	34.235505	21.30168	18.897079	46.781997	51.225957	76.889364	59.131043	41.075926	55.428979	69.145178	90.922097	99.59493	29.190622	25.011055	209.560253	69.989012	23.485932	175.070924	139.994419	131.559051	23.366041	180.92505	19.942102	75.975354	117.001154	27.475105	30.061918	87.452392	39.1622	12.126948	91.72349	23.118476	17.058962	44.955839	113.054059	15.792662	30.162641	21.118247	11.880367	13.388678	62.416705	84.267848	57.741582	17.175916	29.26179	121.492884	110.323362	21.140278	25.73854	37.481093
hsa-miR-454-3p	8.671203	0.834677	2.513	6.97903	5.86992	4.369511	5.713761	7.659361	2.20598	10.935315	4.92002	7.859311	4.308723	5.376528	6.052185	2.136707	2.278035	2.217489	2.353798	1.536828	3.194147	6.738563	9.530265	2.009709	4.795055	4.997499	10.705895	10.05304	6.080489	1.874823	10.870342	2.93691	2.391181	4.82887	2.01777	3.762594	3.479182	2.605287	6.908455	1.92907	2.966307	2.250306	4.87043	2.20836	4.091694	3.33447	3.215689	6.425319	9.781572	3.260461	3.618589	2.339102	4.372947	5.656711	5.555936	3.380734	4.359582	2.19741	4.309765	7.559388	3.090771	2.885891	4.713001	3.749412	2.288374	3.772125	3.795702	3.956663	5.544486	5.551396	3.361028	3.021749	4.758813	3.176314	3.618566	4.24526	3.384387	4.808963	5.201709	4.658201	2.84316	4.281507	5.682091	4.18041	5.146232	6.033783	2.640082	4.377068	3.109731	4.571717	4.184174	2.949399	3.25131	4.435028	6.975132	2.839739	3.217317	5.409643
hsa-miR-454-5p	0.260136	0	0	0.279161	0.41928	0.546189	0.71422	0.333016	0.081703	1.333575	0.35143	0	0	1.168811	0	0	0.414188	0.170576	0	0	0.375782	0.364246	0.539449	0.669903	0.29061	0.256282	0.807992	2.445334	0	0.267832	0.705867	0.293691	0.551811	0.38631	0	0.990156	0	0.306504	0.323834	0.385814	0.185394	0.15002	0	0.36806	0.54556	0.606268	0.069906	0.200791	0	0.217364	0.201033	0.369332	0.46853	0.419016	0.198426	0.50711	0.830396	0.878964	0	0.566954	0	0	0.504964	0.499922	0.240881	0.22189	0.223277	0.565237	0	1.009345	0.448138	0.215839	0	0.158816	0	0.283017	0.161161	0.418171	0.34678	0.345052	0.189544	0	0.195934	0	0.285902	0.603378	0	0	0	0.49424	0	0.346988	0	0.134395	0.697513	0.315526	0.402164	0.772807
hsa-miR-455-3p	312.770323	317.17728	581.041565	229.191326	1191.384379	1400.610203	253.548186	601.093422	225.581774	1709.376631	3889.627088	494.045045	252.491303	69.349429	1308.647746	312.616645	275.020953	432.239835	107.028608	498.700421	1192.919445	1275.045602	27.871525	188.689356	578.457998	856.878923	286.433225	7308.287865	662.338809	604.764301	1770.877478	775.344285	1722.018214	1207.989812	1774.293458	542.209674	475.777947	1306.168861	137.629373	2385.101718	886.92585	1199.413119	408.142058	430.998309	609.935234	2001.135845	514.370248	381.503349	1991.528374	2420.349102	1919.058586	2406.933687	1846.008536	1351.534813	1526.096834	1466.900746	1229.194667	1787.373591	1102.465174	1161.688872	1494.559897	2116.320004	1222.014022	848.116848	1331.230762	1209.964175	2180.742398	1201.129907	2304.525254	1528.904984	1991.633505	1706.315768	1077.789031	1607.849559	1560.575248	2070.555682	1100.087137	1522.977639	1331.984586	1449.045327	1894.682134	1461.956745	1210.481773	1798.737841	1350.028285	1614.339166	1729.253657	1913.293389	1633.940475	1125.877757	1719.360187	1727.133695	835.882165	1016.15896	836.318497	1269.994324	2263.181801	1503.68735
hsa-miR-455-5p	39.887538	27.961683	33.387003	24.007862	38.783407	56.985703	18.331652	38.962842	32.517765	52.276145	179.580725	143.86906	30.448323	21.350275	66.57405	38.460723	31.064112	33.26234	12.184368	30.35234	55.803603	53.544266	5.574305	13.844663	94.883969	105.075625	52.51949	339.086299	34.745644	57.182099	181.689995	73.129062	171.79716	128.254756	73.984943	123.769556	47.838735	246.582857	34.326387	143.136969	88.989215	62.708526	37.66466	68.091106	30.551318	202.796322	119.32998	69.272974	216.955298	79.120527	66.139773	65.371688	82.461297	47.76778	77.386263	56.120193	46.709811	83.06211	72.848899	111.500966	174.456899	76.315784	67.496916	127.479988	52.873456	50.368948	78.59336	46.914718	77.622781	79.738236	69.237187	90.976173	53.331523	156.274595	74.737264	90.282564	68.332396	88.652184	148.422129	145.094312	177.792299	155.561473	121.479231	131.682936	182.119448	151.448001	168.635231	108.911739	176.143942	54.860595	130.880921	153.195285	116.456004	62.627969	132.062523	164.231566	173.534064	156.879629
hsa-miR-466	0	0	0	0	0	0	0.238073	0.333016	0	0	0	0	0	0.077921	1.375496	0	0.207094	0	0	0	0	0	0	0.893204	0	0	0	0	19.544425	1.740908	0.141173	0	0	0	0	0	0	0	0	4.629768	2.410124	4.950671	6.493906	0	0	0.151567	0	0	0	0.434728	0	0	0	0	0	0	0	0	0	0.188985	0	0	0	0.249961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-483-3p	18.469664	1.669355	1.9745	1.116644	0.83856	37.140841	0.71422	0.666031	20.997653	0.53343	2.10858	0.436628	8.904698	1.558413	2.200794	288.455421	19.673937	2.558641	359.438898	18.441926	0.563673	0.910617	0.359632	3.796117	0	915.054941	789.61035	1964.41822	0.434321	0.66958	1954.685075	1.468455	2.023307	0.965774	67.931628	14.06022	19.135494	18.543519	1.187391	1.157442	20.393361	1.200163	0.974086	1.8403	548.28704	1.667235	72.84232	1.80712	151.223124	64.557133	55.686071	63.155695	83.086003	60.338247	82.942202	39.216521	41.935033	107.819601	25.719553	130.966387	155.568849	109.022546	91.230245	55.99121	52.873456	102.734901	87.747698	24.305216	114.057962	138.784905	62.851234	65.50716	59.239014	63.208627	77.520772	67.924187	60.113171	24.253897	99.179274	112.659437	113.726418	326.286625	52.902246	104.510268	113.503013	103.7811	124.413861	96.038009	47.534433	26.071138	46.528	102.014527	15.074254	9.945213	50.685969	115.956003	99.736843	77.667009
hsa-miR-483-5p	13.180229	2.225807	1.077	0.558322	0.41928	29.494197	0.476146	0	14.543121	0.53343	0	1.091571	2.872483	0.467524	5.777086	321.492198	10.14761	2.217489	112.428498	11.141998	0.187891	0.182123	0.179816	1.786408	0	602.519019	345.214653	869.995457	0.434321	0.401748	1042.423416	1.468455	0.367874	0.193155	45.736145	5.742906	14.351621	5.823583	1.079447	0	10.567469	1.800245	0.324695	0.73612	591.386219	0.151567	24.397285	0.401582	72.579272	53.2542	25.129093	42.965573	45.603596	32.892725	44.24907	28.567207	21.382713	48.05004	34.756154	55.372514	60.09834	54.831928	52.516302	22.996391	32.880303	53.919183	27.686297	22.750813	51.880533	54.252281	37.195382	53.312254	33.80398	38.115754	46.623804	41.886581	47.220265	36.380849	44.734704	64.352175	64.255425	77.602342	41.342124	63.17065	34.73707	43.74494	58.741822	46.602897	28.876058	21.128742	49.707971	43.720511	3.842457	23.519087	23.134191	50.010955	53.890068	46.561567
hsa-miR-484	57.576794	62.600781	35.900004	71.186099	90.354859	60.262834	144.986706	84.586	51.064328	254.979569	134.949115	102.825988	156.550353	54.232814	63.547956	47.336274	82.216354	89.552452	39.322283	90.288596	62.004003	117.83381	61.676993	40.640784	83.84081	34.469931	101.201019	123.896918	66.885362	42.853096	108.2799	81.939794	42.857321	114.540769	94.162655	83.173142	118.29214	71.109038	61.85226	77.162787	35.966474	31.054222	93.187565	79.500969	33.279114	97.15429	64.173945	61.442119	143.202235	66.730772	54.881939	54.66107	63.563915	51.957937	76.592558	33.638309	56.259375	58.011633	63.117175	102.996654	65.249627	96.196365	121.864758	45.742819	33.843829	78.105152	105.386548	36.175205	79.206918	100.68214	52.768148	102.199801	44.962575	49.550481	56.922796	50.094088	58.823881	38.471702	99.179273	79.706983	53.261873	128.980443	98.750859	53.648603	77.90824	94.428734	96.693001	58.446723	58.196359	58.814511	68.11833	71.479567	61.183737	50.129254	63.706218	69.731365	65.955008	76.701
hsa-miR-485-3p	1.30068	4.86895	5.026	20.657926	1.25784	8.192833	0.476146	1.998094	8.660511	2.66715	2.46001	10.042454	0.861745	2.259701	1.100397	0.164362	6.834104	1.023457	1.10767	1.152621	1.503128	3.82459	0.359632	0.669903	1.598352	11.660832	5.251949	13.313486	3.474565	1.473075	28.658175	2.349528	0.183937	1.545239	2.017771	3.564563	0	6.896349	0.431779	0.771628	0	0.450061	0.649391	5.888961	18.276235	7.426771	21.181593	4.015824	4.499523	2.391005	2.21136	4.30887	5.310008	4.399664	7.738626	4.056882	5.189979	3.808845	9.453673	19.654408	2.747353	3.5272	2.693142	4.749255	3.492779	4.437793	6.028468	2.40226	4.752415	5.551395	4.705439	8.957322	3.446037	5.876179	3.896916	2.547157	12.087099	2.509024	7.455784	4.313148	6.634041	9.633394	4.310552	5.573881	11.579024	9.050677	6.930214	2.059797	4.220347	1.976959	1.673669	5.378317	4.433605	5.778976	10.927708	5.206187	4.825976	2.898024
hsa-miR-485-5p	0	0.139113	1.077	0.837483	0.41928	0.728252	0.238073	0	0.735327	0.266715	0	0	0	0.155842	0	0	0.414188	0	0	0	0	0.364247	0	0	0.290609	1.665833	0.403996	1.358519	0	0	3.952852	0	0.183937	0.193155	0	0	0	0	0	0	0	0.300041	0.649391	0	1.636679	0	0.768969	0	0.391263	0.434728	0.201033	0	0.624707	0.209508	0.198426	0	1.037995	0.439482	0.834148	1.133909	0	0	0.168321	0.249961	0.120441	0	0.446553	0.282619	0	0.252336	0.336103	0.755438	0.656388	0.158816	0	0.283017	1.450452	0.209085	0.17339	0.172526	0.189544	0.535188	0	0.696735	1.000657	0.603378	0	0	0	0	0	0	0	0.403185	0.813765	0.157763	0.201082	0.386403
hsa-miR-487a-3p	0.780408	0	0.359	0.837483	0.41928	0.728252	0.476146	0.666031	1.225544	2.66715	0	0.436628	0	0.467525	0	0	0.414188	0	0	0	1.503128	0.182123	0.359633	0.223301	0.581219	2.306538	1.211988	7.336003	0	0	1.129386	0	0.183937	0	0	0	0.434898	0	0.107945	0	0	0.300041	0	0.73612	9.001729	0.151567	1.887469	0.401582	0.782525	0.652092	0.804131	0.492442	1.561767	0.209508	1.388984	0.338074	0.830397	0.585976	0.278049	0.755939	0.343419	1.282618	0.336643	0.499922	0.481763	0.22189	0.223277	0.565238	1.188104	0.252336	0.448137	2.374231	0.492291	0.317631	0.974229	0	0.161161	0.836341	0.17339	1.035156	0.379088	1.248773	0.783737	0.46449	1.000656	0.301689	0	0	0.222124	0	0.334734	0.346988	0.295574	0.671974	1.860035	1.419869	0.603247	0.772806
hsa-miR-487b-3p	2.1678	4.3125	4.667	5.862385	2.51568	11.65203	2.380734	2.664126	10.049461	5.601015	3.5143	9.605824	0.574496	6.46742	2.200795	0.986172	7.248292	1.535185	0.969211	1.536828	4.133601	5.099454	1.798163	0.669903	3.342008	22.8091	5.04995	27.442081	0.868642	1.33916	61.269198	4.405365	0.367874	0.965774	4.035542	5.742907	3.044283	3.678053	0.323835	0	0.185394	0.750102	2.597563	5.15284	23.731828	3.78917	26.214845	6.425319	4.695155	8.694561	6.433048	6.524859	8.121188	6.494742	8.532331	6.761469	11.833153	7.910676	6.951232	14.362838	8.928896	6.733746	5.554606	5.749098	4.215424	6.878579	8.261236	5.793684	9.504832	10.598118	6.610022	12.734508	5.743395	6.352626	10.577341	3.396208	12.409421	4.390791	7.282392	8.626297	12.320361	10.346977	8.229237	8.360821	13.437386	20.816556	7.590235	3.604645	5.108842	4.818838	6.52731	6.766269	5.320326	5.375791	13.60151	11.990008	9.249785	5.02324
hsa-miR-488-3p	0	0	0.359	0.279161	0	0.910315	0	0	0.081703	0	0	0	0	0	0.275099	0	0	0	0	0	0	0.364247	0	0	0.145305	0	0	0	0	0	0	0	0	0	0	0	0.434898	0.153252	0.431779	0	0	0	0	0	0	0	0.209718	0	0.195631	0	0	0	0	0	0.396853	0	0.415198	0.146494	0	0.37797	0	0.320655	0	0	0.361322	0.22189	0	0.282619	0	0	0.224069	0.755438	0.164097	0.317632	0.139176	0	0	0	0.17339	0	0	0.356792	0.979671	0	0.142951	0.301689	0	0.257475	0	0.86492	0.334734	0	0	0	0.348757	0.157763	0.201082	0.386404
hsa-miR-488-5p	0	0	0	0.558322	0	0.182063	0	0	0.163406	0	0.35143	0	0	0	0.275099	0.328724	0.207094	0	0	0	0	0	0	0	0	0	0	0.543408	0	0	0	0	0.183937	0	0	0	0	0.153252	0.107945	0	0.185394	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198426	0	0	0.292988	0	0.188985	0	0	0.168321	0	0.120441	0.22189	0.223277	0	0	0.252336	0	0.215839	0	0	0	0	0.161161	0.209085	0	0.345052	0	0	0.195934	0.232245	0	0	0	0.257475	0.222124	0.12356	0	0	0	0.134395	0.232504	0	0	0.193202
hsa-miR-489-3p	0.260136	0	0	1.395805	0	0.182063	0	0	0.081703	0	0	0.218314	0	0	0	0	0	0.170576	0	0	0	0.182123	0	0	0	0	0	0.271704	0	0	0	0.293691	0	2.511012	0	0	0	0	0.107945	0	0	0	0.974086	0	0	0.151567	0.349531	0.200791	0.195631	0.217364	0	0.246222	1.249414	0.419016	0	0.338073	0.207599	0.146494	0.139025	0.566955	0	0	0.336643	0	0	0	0.223277	0.282618	0.792069	0	0.672205	0.323759	0	0.158816	0.417527	0	0.483484	0	0.17339	0.86263	0.379088	0.356792	0.195934	0.232245	0.142951	0	0.33001	0	0.222124	0	0.502101	0.173494	0	0.403184	0.348756	0.315527	0.402165	0
hsa-miR-490-3p	0	0	2.154	0	0.20964	7.646644	0.238073	0	5.310691	0	0	0	0	0.701287	0	0	1.656753	0	0.138459	0	0	0	0	0	0.145305	0	0.201998	0	0	0	0	0.293691	0	0.193155	6.053313	0	0	0.459757	0.107945	0	0	0	0	0.73612	0	0	0.069906	0	2.543208	3.912553	3.015491	12.187942	4.216771	3.561634	2.18269	13.522938	4.151983	3.515856	10.565872	13.795883	6.181543	6.092437	5.049644	9.49851	2.770136	4.437793	12.056937	14.978795	9.50483	2.271025	5.153577	9.173164	2.953746	8.258414	8.907236	0.849052	10.314325	5.645304	6.415443	8.108719	9.477201	8.563017	6.661764	15.560417	16.868208	24.738517	10.890337	3.604645	5.553088	4.448157	15.230389	14.573503	13.300813	6.182161	31.504352	2.366449	14.075763	7.341659
hsa-miR-490-5p	0	0	1.2565	0	0	1.638566	0	0	0.653624	0	0	0	0	0.077921	0	0	0	0	0	0	0	0	0	0	0	0	0.807992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195631	0.434728	0.402065	2.21599	0.624707	0.419016	0.595279	0.676147	2.075991	0.146494	0.417074	0.188985	0.343419	0	1.17825	0	0.120441	0.665669	0.893106	1.978332	1.188104	0	0.672205	0.539598	0	0.158816	0.695878	0	0.483484	0	0.17339	0.172526	0.189544	0.356792	0.195934	0.92898	0.857706	0.905068	0.33001	0.514949	0	0.741359	1.673669	0.693976	0.886721	0.134395	0.581261	0	0.201082	0.193202
hsa-miR-491-3p	0.43356	0.695565	1.6155	0	1.25784	0.728252	0.238073	0.333016	0	1.06686	1.05429	1.309885	0.287248	0.311683	0	0.82181	0.207094	0.682304	0	0.384207	0.187891	1.092739	0.539449	0.669903	0.871828	0.384423	0.807992	2.717038	0	0	0.705866	0	0.551811	1.352083	0	0.198031	0	0.459756	0.21589	0.385814	0.185394	0.15002	0.324695	0	0.27278	1.667235	0.139813	0.401582	0	0.217364	0.201033	0.738663	0.156177	0.628524	0.793705	0.169037	0.830397	0.146494	0.556098	0.377969	1.373676	0	0.504964	0.499922	0.240882	0.665669	0.893107	0.282619	0.396035	0	0.896274	0.431678	0	0.635263	0.278351	0	0.644645	0	0	0.86263	0.758176	0.535189	0	0.232245	0.142951	0	0.990031	0	0.666371	0	0.502101	0.520482	0.591148	0.26879	0.697513	0.788817	0.402165	0.193202
hsa-miR-491-5p	1.213968	1.391129	0.718	1.395806	2.93496	1.456504	1.42844	1.998095	1.062138	1.867005	1.75715	3.711342	0.574496	0.779207	0.275099	0.657448	0.414188	2.558641	0	1.15262	2.0668	4.188835	0.899081	0.446602	1.453047	0.768846	0.201998	3.803853	1.737283	0.535664	0.847039	1.174764	5.702047	3.283631	1.345181	0.792125	1.304693	1.685774	1.187391	1.157442	0.556183	0.30004	0.974086	1.8403	1.636678	7.123638	1.398125	0.200791	0.782525	0.869456	1.407229	1.723548	2.967358	1.466555	2.579543	1.352294	1.037996	1.318446	1.251222	3.212741	1.717095	3.206546	1.683213	0.999844	1.083966	2.218896	0.893107	0.989166	1.584138	1.009345	1.008308	1.510874	1.312776	1.270525	1.391756	0.849051	0.483484	0.836342	2.080683	0.690104	0.94772	2.140753	1.959342	2.554695	1.143607	2.413513	2.310071	1.029899	1.332742	1.235599	3.849439	1.734941	0.591148	0.940764	1.511278	2.050922	3.619481	1.352411
hsa-miR-493-3p	2.081088	4.034273	9.513501	3.629095	3.35424	23.121994	0.952294	0	15.686963	4.000725	2.10858	4.584598	1.72349	10.986819	2.475894	1.314896	8.490857	1.535185	1.384587	3.842068	4.1336	4.37096	0.899082	2.23301	2.034266	16.786472	9.695906	23.366524	2.605924	2.544403	47.293045	2.93691	0.551811	0.77262	6.053313	3.762594	0.869796	4.13781	0.323834	0	0	3.000408	4.870431	6.99314	24.550167	1.212534	19.853377	6.42532	4.303892	6.738286	5.025817	7.386631	7.808835	7.123266	7.341774	5.578212	14.947139	6.738725	12.92929	8.504311	4.807868	2.885891	3.871393	4.249333	4.215424	9.763144	8.931064	5.793684	5.544484	7.570086	4.705439	13.166183	6.071589	3.017497	9.881463	4.811296	10.314324	4.390792	4.854929	5.693356	7.202673	9.276602	6.269896	3.71592	12.293778	18.704732	3.300102	2.83222	4.886718	5.683756	2.677871	9.542175	3.546883	6.854134	14.64778	9.62356	6.233552	3.284426
hsa-miR-493-5p	3.468481	4.590724	17.770502	3.629095	2.93496	22.575805	5.237615	1.998094	21.569572	4.534155	3.5143	11.788966	1.436242	8.259595	4.67669	1.314896	16.774621	1.023457	1.384587	6.531516	4.697273	9.470414	1.798163	4.912622	3.342007	55.228775	13.331871	77.978981	3.908885	2.410487	77.362951	7.048584	1.655433	1.352084	3.362952	4.752751	1.739591	4.291062	0.863558	0	1.112365	4.200571	6.818602	11.409861	58.647619	2.273502	18.664972	10.240353	7.825258	5.216738	5.025818	9.3564	9.058249	9.008836	9.127611	4.563992	20.759917	6.006255	13.346363	10.583143	7.55522	5.130474	6.059573	4.999215	5.058508	7.322358	5.581916	7.065469	5.940519	7.065413	5.825783	14.245379	7.220268	4.605654	9.324762	2.830174	17.727744	10.036096	6.588832	5.175778	9.098113	8.563016	8.229237	6.038371	10.578367	20.816557	6.270194	3.089695	2.443359	5.683756	6.025209	7.980728	2.660163	10.079609	18.367852	10.254612	8.043294	2.704823
hsa-miR-494-3p	0.953832	1.252016	1.2565	4.46658	0.62892	3.277134	0.476146	1.665079	4.657067	1.60029	0.35143	0.873257	0	1.870097	0.825298	0.164362	1.03547	0.511728	0.276917	0	1.127346	2.18548	0.539449	0.446602	0.145305	5.894486	1.817982	9.509633	0	0.803496	9.458608	0.587382	0	0.579465	0	0	0.434898	0.153252	0	0	0	0.450061	1.623476	1.10418	10.092846	0	3.565219	1.003956	1.565051	1.304184	2.211361	1.846659	7.184128	2.723602	6.944921	1.690368	4.151983	3.808844	5.004886	4.157663	1.373676	1.603273	2.019856	0.749882	2.529254	2.884566	1.786214	2.119641	1.584139	4.289716	2.688824	7.446449	2.133261	1.429342	4.453618	1.132069	3.70671	2.299938	0.866951	2.242837	2.84316	3.567923	3.526816	3.948165	3.859674	5.430407	1.980061	1.029899	0.444248	1.853399	3.179971	1.908434	1.182295	2.419106	3.138809	3.313029	2.815152	0.966008
hsa-miR-495-3p	4.335602	4.3125	8.975	14.516381	2.72532	15.657414	1.666513	6.327299	16.830802	3.467295	5.62288	9.169197	1.148992	7.79207	2.200794	0.164362	12.425645	1.364608	1.107669	4.226275	2.818364	5.099453	2.337612	2.679612	5.812188	16.145767	9.493908	16.030524	3.908886	1.740907	44.610753	7.048584	3.494803	2.317857	6.053314	4.554719	0.869796	7.969115	1.40328	0.771628	0.370788	2.700367	2.597562	9.93762	8.456168	6.668938	30.828658	8.232439	8.020887	9.781384	6.232015	8.987069	10.307661	7.542281	12.89771	8.451837	20.759915	10.694063	13.485388	23.056133	10.302572	8.337018	4.54468	3.24949	7.467323	13.313379	11.387106	7.06547	11.881037	12.112137	8.178502	21.368069	7.056171	7.146702	11.412395	4.245261	13.215228	4.599877	8.842908	9.661453	16.300786	14.806882	13.127592	10.915517	16.010501	28.962167	11.550358	4.634544	4.664595	4.324597	10.042014	10.236151	8.571634	5.241397	24.180461	13.094351	11.461693	3.864033
hsa-miR-496	0.86712	1.112904	2.154	0	0.62892	3.641259	0	0.999048	3.349821	0.53343	1.40572	3.929655	0.287248	1.558413	0.275099	0	1.656753	0	0.138459	0.384207	0.563673	2.185479	0.359632	3.126214	1.307741	7.68846	2.625974	5.977484	0.434321	0.535664	18.917217	0.587382	0.183937	1.15893	2.01777	0.792125	1.304694	1.685774	0	0.385814	0.185394	0.30004	0.324695	0.73612	9.820067	1.060969	1.817564	3.011867	0.978157	1.738912	0.402065	1.969769	2.186474	2.304587	0.992132	2.704588	0.830396	1.904422	2.502443	2.267816	0.343419	1.923928	2.019857	0.249961	1.445287	3.106455	1.562937	1.271785	1.980173	3.028034	1.456446	3.669265	0.984582	0.635263	2.365984	1.415086	2.900904	0.627256	1.213732	1.552734	1.89544	1.605565	1.959342	1.85796	1.286559	3.016892	0.33001	0.257475	0.222124	0.74136	1.338936	1.040964	1.182295	1.478343	3.720071	2.366449	2.61407	0.579605
hsa-miR-497-3p	0	0	0.718	0	0.41928	1.092378	0.476146	0	0.245109	1.867005	2.46001	0.218314	0	0.467524	0	0.328724	0.207094	0	0	0	0.187891	0.182123	0	0	0.871828	0.512564	0.807992	0	0	1.33916	0.141173	1.468455	0.367874	0.579465	0	0.594094	0.434898	1.839026	0.431779	0	0	0.600081	0.324695	2.94448	0.27278	0.454701	0	0.602373	0.782525	0.434728	0.201033	0.738663	0.46853	0.419016	0.992131	1.014221	0.622797	0.439482	0.695124	0.75594	0.343419	0.320655	0.168321	2.249648	0.602203	0.665669	0.446553	0.989165	0.79207	0	0.112034	0.971277	0.656388	1.429341	0.278352	0.283017	0.322322	0.209085	1.733902	0.172526	0.379088	0.713584	1.371539	1.625715	2.430165	1.810134	0	1.287373	0.444247	0.86492	1.004202	0.346988	0.591147	0.806369	1.62753	0.788817	1.206493	0.966008
hsa-miR-497-5p	4.595738	10.294352	22.437502	1.395806	27.043565	46.97224	43.091284	5.994283	34.233527	95.217265	36.197288	41.479697	18.958391	25.635913	27.509936	5.095224	8.076669	4.77613	4.707596	8.45255	25.365275	13.477127	5.034856	6.922331	25.137713	12.429677	29.491714	2.988741	3.040245	26.783185	3.811678	52.570692	16.370393	17.190774	7.398494	9.109438	4.348976	30.650447	65.522377	17.747441	9.640498	18.60253	19.48172	30.548983	3.546135	16.36921	6.711001	19.476748	59.863228	34.343523	25.933224	29.792748	33.10946	21.160289	40.875822	37.695191	35.499457	37.209481	26.970776	65.766672	31.251137	22.125164	35.179189	28.245567	21.55888	22.632744	36.394084	44.936388	28.514492	29.018662	24.871613	43.275734	28.224683	26.998659	25.190773	35.094163	36.261295	22.581217	35.371628	30.709617	32.601573	44.420649	68.576985	42.036352	81.19611	48.873656	33.001024	37.591286	24.211465	40.156966	38.996489	32.2699	43.153748	45.828621	72.308881	36.127789	44.238116	35.935483
hsa-miR-498	0	0	0.359	0	0	0	0	39.96189	0.326812	0	0	1.964828	0	0	0	0	0	0	0	0.768414	0	0	0	0	6.684017	0	0	0	10.423694	0	0	0	0	0	0	0	0	0.459756	0	0	0	0	0	0	0	0.151567	0	0.200791	0	0	0	0	0	0	0	0	0	0	0.27805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139176	0	0.161161	0.209085	0	0	0	0	0	0	0	0	0	0	0.222124	0	0	0	0	0	0	0	0.201082	0
hsa-miR-499a-3p	0.173424	0	0	1.116645	0.41928	0.182063	0	0	0	0	3.16287	0	0.287248	0	0	0	0	0.170576	0	0	0	0.728493	0.179816	0	0	0	0	0.271704	43.432053	0	0.282346	0.293691	0	1.352083	0	0.198031	0	0.153252	0	0	0.556182	0.15002	0	0	0	0.454701	0.139812	0.401582	0	0.434728	0.402066	0.615553	1.093236	0	0.396853	1.014221	0	0.292988	0.139025	0	0.343419	2.244583	0	0.499922	0.843085	0	0.446554	0.282619	0	0.252336	0.672206	0.863356	0	0.158816	0.417527	0	0.322322	0.209085	0.693561	0.690104	0.568632	0.178396	0.195934	0.232245	0.428853	0.301689	0.66002	1.029898	0.666371	0.6178	0	0	0	0.671974	0	0.473289	0.804329	0.579605
hsa-miR-499a-5p	0.173424	1.112903	1.436	7.537352	1.25784	0.728252	0.71422	0.999047	0.898732	0.266715	0.70286	0	2.297987	0.311683	0.825298	0.328724	2.070941	0.511728	1.661506	2.305241	0.375782	1.09274	0.179816	0	0.435914	0.512564	1.00999	0	67.754004	0.133916	1.835252	0.587382	0.183937	0.193155	0	0	0	0.459757	0.107945	2.314884	1.112364	0.600081	0	0.36806	0	0	0.139813	0.401582	0.586893	1.304184	0.603098	1.969769	0.93706	0.209508	1.388984	1.183257	1.868393	1.611434	1.668295	0.188985	0.686838	0.961964	0.841606	0	1.445288	0.44378	0.446553	0.141309	0.396035	2.775697	1.680514	0.971276	0.656388	0.158816	0.974229	0	1.772774	1.254512	0.520171	0.517578	0.94772	0	0	0	0.142951	0.301689	0.990031	1.029899	1.332741	0.24712	0.669468	0.520482	0.591147	0.671974	0.116252	0.315526	1.407576	0
